CVE_ID,Patch_commit,cve_func,oss_name,need_Oldest_version,need_Latest_version,patch_version
CVE-2013-6449,ca989269a2876bae79393bd54c3e72d49975fc75,ssl_get_algorithm2,openssl,openssl:1.0.1,openssl:1.0.1e,openssl:1.0.1f
CVE-2013-6450,34628967f1e65dc8f34e000f0f5518e21afbfc7b,dtls1_hm_fragment_free,openssl,openssl:1.0.0,openssl:1.0.1e,openssl:1.0.1f
CVE-2013-6450,34628967f1e65dc8f34e000f0f5518e21afbfc7b,tls1_change_cipher_state,openssl,openssl:1.0.0,openssl:1.0.1e,openssl:1.0.1f
CVE-2014-0160,96db9023b881d7cd9f379b0c154650d6c108e9a3,dtls1_process_heartbeat,openssl,openssl:1.0.1,openssl:1.0.1f,openssl:1.0.1g
CVE-2014-0160,96db9023b881d7cd9f379b0c154650d6c108e9a3,tls1_process_heartbeat,openssl,openssl:1.0.1,openssl:1.0.1f,openssl:1.0.1g
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:0.9.8o,openssl:0.9.8y,openssl:0.9.8zb
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:1.0.0a,openssl:1.0.0l,openssl:1.0.0m
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,dtls1_reassemble_fragment,openssl,openssl:1.0.1,openssl:1.0.1g,openssl:1.0.1h
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_get_server_hello,openssl,openssl:0.9.1c,openssl:0.9.8z,openssl:0.9.8zb
CVE-2014-0224,bc8923b1ec9c467755cd86f7848c50ee8812e441,ssl3_read_bytes,openssl,openssl:0.9.1c,openssl:0.9.8z,openssl:0.9.8zb
